code,board,rows,first,last,last20_amt_yi,min_close60,sealed5,sealed10,sealed20,sealed_dn
301329,chinext,775,2023-07-17,2026-09-22,0.7768,17.05,1,0,3,0
301330,chinext,995,2022-08-17,2026-09-22,0.896,21.42,0,1,2,0
301331,chinext,971,2022-09-21,2026-09-22,0.2696,19.09,0,0,0,0
301332,chinext,815,2023-05-18,2026-09-22,0.237,7.49,0,0,2,0
301333,chinext,1006,2022-08-02,2026-09-22,1.9027,45.67,2,1,2,0
301335,chinext,924,2022-11-18,2026-09-22,0.6948,19.14,0,0,5,0
301336,chinext,998,2022-08-12,2026-09-22,0.5311,34.9,0,0,2,0
301337,chinext,809,2023-05-26,2026-09-22,0.5035,21.01,1,0,6,0
301338,chinext,996,2022-08-16,2026-09-22,4.8512,74.29,1,1,2,0
301339,chinext,978,2022-09-09,2026-09-22,0.6062,9.99,1,0,2,0
301345,chinext,853,2023-03-21,2026-09-22,2.0733,221.19,1,0,0,0
301348,chinext,757,2023-08-10,2026-09-22,1.435,17.37,3,0,7,0
301349,chinext,978,2022-09-09,2026-09-22,1.7028,35.52,1,0,4,0
301353,chinext,807,2023-05-30,2026-09-22,0.239,15.03,2,0,1,0
301355,chinext,798,2023-06-12,2026-09-22,0.7194,8.71,0,0,0,0
301356,chinext,938,2022-11-14,2026-09-22,0.3261,15.44,2,0,1,0
301357,chinext,824,2023-04-18,2026-09-22,6.0923,71.0,0,0,17,0
301358,chinext,881,2023-02-09,2026-09-22,7.7618,53.05,0,0,1,0
301359,chinext,941,2022-11-09,2026-09-22,0.3448,13.82,1,0,2,0
301360,chinext,829,2023-04-25,2026-09-22,1.4786,43.49,0,1,4,0
301361,chinext,936,2022-11-16,2026-09-22,0.2306,25.37,2,0,5,0
301362,chinext,751,2023-08-04,2026-09-22,3.3866,102.42,1,0,6,0
301363,chinext,961,2022-10-12,2026-09-22,1.2893,15.22,1,0,3,0
301365,chinext,932,2022-11-22,2026-09-22,1.1202,32.02,0,0,4,0
301366,chinext,968,2022-09-26,2026-09-22,8.3038,35.61,2,0,13,0
301367,chinext,947,2022-11-01,2026-09-22,0.9671,38.58,0,0,1,0
301368,chinext,915,2022-12-15,2026-09-22,0.521,35.03,0,1,13,0
301369,chinext,970,2022-09-22,2026-09-22,2.5699,108.2,0,0,4,0
301370,chinext,778,2023-07-12,2026-09-22,0.234,8.14,0,0,2,0
301371,chinext,764,2023-08-01,2026-09-22,0.6739,20.34,1,0,0,0
301372,chinext,756,2023-08-11,2026-09-22,0.4583,25.73,0,0,2,0
301373,chinext,882,2023-02-08,2026-09-22,9.1998,70.64,2,0,5,0
301376,chinext,791,2023-06-21,2026-09-22,1.2587,17.66,1,0,1,0
301377,chinext,932,2022-11-22,2026-09-22,10.8164,333.0,1,0,6,0
301378,chinext,854,2023-03-20,2026-09-22,0.5626,21.17,1,0,13,0
301379,chinext,947,2022-11-01,2026-09-22,2.1445,18.18,0,0,6,0
301380,chinext,952,2022-10-25,2026-09-22,1.1039,25.85,1,0,5,0
301381,chinext,778,2023-07-12,2026-09-22,1.4164,17.843,0,0,1,0
301382,chinext,816,2023-05-17,2026-09-22,3.5022,30.18,1,0,2,0
301383,chinext,799,2023-06-09,2026-09-22,0.3767,19.36,3,0,2,0
301386,chinext,847,2023-03-29,2026-09-22,0.2567,18.09,2,0,1,0
301387,chinext,834,2023-04-18,2026-09-22,1.0831,45.99,0,0,7,0
301388,chinext,941,2022-11-09,2026-09-22,0.3443,20.48,3,0,8,0
301389,chinext,948,2022-10-31,2026-09-22,6.2406,41.78,3,0,8,0
301390,chinext,818,2023-05-08,2026-09-22,1.017,25.29,0,0,4,0
301391,chinext,925,2022-12-01,2026-09-22,0.6153,41.65,2,0,0,0
301392,chinext,561,2024-06-05,2026-09-22,7.428,118.3,0,0,3,0
301393,chinext,778,2023-07-12,2026-09-22,1.628,51.3,0,0,3,0
301395,chinext,785,2023-07-03,2026-09-22,0.4577,8.46,0,0,2,0
301396,chinext,939,2022-11-11,2026-09-22,19.9014,130.13,0,1,17,0
301397,chinext,788,2023-06-28,2026-09-22,0.8184,21.49,1,0,0,0
301398,chinext,915,2022-12-15,2026-09-22,0.8,31.26,0,0,6,0
301399,chinext,812,2023-05-23,2026-09-22,1.9333,14.01,0,0,5,0
301408,chinext,867,2023-03-01,2026-09-22,1.496,13.08,0,0,6,0
301413,chinext,671,2023-12-18,2026-09-22,1.5835,52.55,0,0,1,0
301418,chinext,750,2023-08-21,2026-09-22,0.365,31.0,1,0,2,0
301419,chinext,881,2023-02-09,2026-09-22,3.5345,25.5,1,0,6,0
301421,chinext,748,2023-08-23,2026-09-22,2.4208,58.53,1,0,8,0
301428,chinext,814,2023-05-19,2026-09-22,0.6515,25.39,0,1,7,0
301429,chinext,835,2023-04-17,2026-09-22,0.2394,14.61,1,0,3,0
301439,chinext,855,2023-03-17,2026-09-22,1.2102,13.1,2,0,2,0
301446,chinext,769,2023-07-25,2026-09-22,0.3306,28.48,2,1,3,0
301448,chinext,793,2023-06-19,2026-09-22,0.7168,36.01,3,0,5,0
301449,chinext,183,2025-12-23,2026-09-22,0.822,31.0,0,0,1,0
301456,chinext,776,2023-07-14,2026-09-22,0.587,20.34,1,0,2,0
301458,chinext,413,2025-01-10,2026-09-22,2.6482,32.29,0,0,1,0
301459,chinext,674,2023-12-13,2026-09-22,0.2853,29.63,1,0,3,0
301468,chinext,770,2023-07-24,2026-09-22,1.3866,26.56,0,0,3,0
301469,chinext,749,2023-08-22,2026-09-22,0.3384,23.08,0,0,2,0
301479,chinext,372,2025-03-18,2026-09-22,1.2134,43.32,0,0,1,0
301486,chinext,771,2023-07-07,2026-09-22,13.9257,117.75,2,0,13,0
301487,chinext,758,2023-08-09,2026-09-22,1.8359,14.48,0,0,7,0
301488,chinext,784,2023-07-04,2026-09-22,1.0866,90.36,1,0,6,0
301489,chinext,710,2023-10-24,2026-09-22,10.0188,84.707,2,0,4,0
301491,chinext,276,2025-08-06,2026-09-22,0.2481,36.27,0,0,0,0
301498,chinext,753,2023-08-16,2026-09-22,1.5266,36.762,0,0,0,0
301499,chinext,771,2023-07-21,2026-09-22,0.3715,21.51,0,0,4,0
301500,chinext,727,2023-09-21,2026-09-22,4.093,19.64,1,0,3,0
301501,chinext,371,2025-03-19,2026-09-22,0.2545,26.18,1,0,2,0
301502,chinext,638,2024-02-02,2026-09-22,0.4716,44.34,2,0,2,0
301503,chinext,775,2023-07-17,2026-09-22,0.2921,19.08,2,0,3,0
301505,chinext,764,2023-07-19,2026-09-22,0.6613,14.07,0,0,3,0
301507,chinext,739,2023-09-05,2026-09-22,0.504,11.45,0,0,1,0
301508,chinext,682,2023-12-01,2026-09-22,0.2384,22.0,0,0,3,0
301509,chinext,762,2023-08-03,2026-09-22,0.9745,26.19,1,0,4,0
301510,chinext,754,2023-08-15,2026-09-22,2.1673,24.0,1,0,5,0
301511,chinext,752,2023-08-17,2026-09-22,35.3058,63.26,0,0,5,0
301512,chinext,772,2023-07-20,2026-09-22,0.3141,25.26,0,0,4,0
301513,chinext,109,2026-04-17,2026-09-22,0.5101,41.06,0,0,1,0
301515,chinext,769,2023-07-25,2026-09-22,0.233,15.97,0,0,2,0
301516,chinext,677,2023-12-08,2026-09-22,2.9359,14.21,0,0,5,0
301517,chinext,706,2023-10-17,2026-09-22,0.8526,34.7,0,0,3,0
301518,chinext,762,2023-08-03,2026-09-22,0.7171,21.48,1,1,4,0
301519,chinext,767,2023-07-27,2026-09-22,0.2547,9.81,1,0,2,0
301520,chinext,725,2023-09-25,2026-09-22,9.035,31.0,0,0,6,0
301522,chinext,474,2024-10-16,2026-09-22,0.6977,21.02,0,0,0,0
301525,chinext,743,2023-08-30,2026-09-22,0.5387,35.721,2,0,0,0
301526,chinext,665,2023-12-26,2026-09-22,45.8549,25.7,0,0,8,0
301528,chinext,745,2023-08-28,2026-09-22,1.3032,40.52,0,0,2,0
301529,chinext,735,2023-09-11,2026-09-22,3.869,68.81,1,1,4,0
301531,chinext,96,2026-05-11,2026-09-22,1.4979,42.88,0,0,1,0
301533,chinext,751,2023-08-18,2026-09-22,1.006,22.36,1,0,3,0
301535,chinext,365,2025-03-27,2026-09-22,0.3743,12.17,0,0,0,0
301536,chinext,605,2024-03-28,2026-09-22,16.5427,91.85,1,0,6,0
301538,chinext,611,2024-03-20,2026-09-22,0.7858,34.53,0,0,2,0
301539,chinext,595,2024-04-15,2026-09-22,0.3114,12.81,1,0,0,0
301548,chinext,728,2023-09-20,2026-09-22,0.8703,51.971,2,0,2,0
301550,chinext,731,2023-09-15,2026-09-22,8.805,63.52,1,0,5,0
301551,chinext,483,2024-09-26,2026-09-22,1.81,18.95,0,0,2,0
301552,chinext,529,2024-07-22,2026-09-22,0.4001,19.95,0,0,1,0
301555,chinext,705,2023-10-31,2026-09-22,0.7037,27.11,1,1,2,0
301556,chinext,473,2024-10-17,2026-09-22,1.7096,52.18,1,0,1,0
301557,chinext,382,2025-03-04,2026-09-22,0.5203,63.12,0,0,0,0
301558,chinext,722,2023-09-28,2026-09-22,0.5141,6.04,1,0,2,0
301559,chinext,719,2023-10-11,2026-09-22,0.202,12.227,0,0,1,0
301560,chinext,345,2025-04-25,2026-09-22,0.5021,21.05,0,0,0,0
301563,chinext,237,2025-09-30,2026-09-22,1.5404,107.435,0,0,4,0
301565,chinext,551,2024-06-20,2026-09-22,0.8842,17.62,2,0,3,0
301566,chinext,662,2023-12-29,2026-09-22,5.647,19.09,0,0,3,0
301567,chinext,651,2024-01-16,2026-09-22,0.4586,29.79,1,0,3,0
301568,chinext,685,2023-11-28,2026-09-22,2.1078,54.75,2,0,3,0
301571,chinext,507,2024-08-21,2026-09-22,3.3044,54.25,0,0,4,0
301575,chinext,251,2025-09-10,2026-09-22,1.0927,20.58,0,0,0,0
301577,chinext,645,2024-01-24,2026-09-22,0.6376,44.86,2,0,3,0
301578,chinext,663,2023-12-28,2026-09-22,0.2347,19.24,0,0,5,0
301580,chinext,547,2024-06-26,2026-09-22,3.1916,46.0,0,0,5,0
301581,chinext,418,2025-01-03,2026-09-22,0.2236,32.3,0,1,0,0
301583,chinext,53,2026-07-10,2026-09-22,6.6575,110.22,0,0,4,0
301584,chinext,240,2025-09-25,2026-09-22,0.3251,19.325,0,0,1,0
301585,chinext,427,2024-12-20,2026-09-22,0.2484,23.9,1,0,1,0
301586,chinext,502,2024-08-28,2026-09-22,0.3525,28.27,0,0,3,0
301587,chinext,600,2024-04-08,2026-09-22,0.4244,17.98,0,0,2,0
301588,chinext,616,2024-03-13,2026-09-22,0.7999,26.82,1,0,3,0
301589,chinext,634,2024-02-08,2026-09-22,1.1171,129.373,0,0,0,0
301590,chinext,320,2025-06-05,2026-09-22,0.5764,65.68,0,0,0,0
301591,chinext,626,2024-02-28,2026-09-22,7.0987,24.69,1,0,5,0
301592,chinext,468,2024-10-24,2026-09-22,1.3532,88.02,0,1,2,0
301595,chinext,332,2025-05-19,2026-09-22,0.7842,33.88,0,0,0,0
301596,chinext,578,2024-05-13,2026-09-22,0.6337,38.18,0,0,7,0
301598,chinext,427,2024-12-20,2026-09-22,0.3853,44.59,0,1,0,0
301599,chinext,100,2026-04-30,2026-09-22,1.0975,29.676,0,0,1,0
301600,chinext,492,2024-09-11,2026-09-22,0.5924,74.33,1,0,5,0
301601,chinext,410,2025-01-15,2026-09-22,0.3928,14.15,0,0,0,0
301602,chinext,405,2025-01-22,2026-09-22,0.5466,13.63,0,0,2,0
301603,chinext,537,2024-07-10,2026-09-22,2.6461,94.1,0,0,1,0
301606,chinext,525,2024-07-26,2026-09-22,3.0776,48.94,0,0,3,0
301607,chinext,497,2024-09-04,2026-09-22,4.2164,31.01,1,0,6,0
301608,chinext,521,2024-08-01,2026-09-22,0.985,40.94,1,0,4,0
301609,chinext,286,2025-07-23,2026-09-22,0.6228,29.79,0,0,0,0
301611,chinext,510,2024-08-16,2026-09-22,6.9908,77.45,0,0,6,0
301613,chinext,457,2024-10-25,2026-09-22,0.2604,34.08,0,0,1,0
301616,chinext,365,2025-03-27,2026-09-22,0.2118,31.92,0,0,1,0
301617,chinext,434,2024-12-11,2026-09-22,0.8815,42.588,0,0,1,0
301618,chinext,481,2024-09-30,2026-09-22,0.3072,29.75,0,0,1,0
301622,chinext,439,2024-12-04,2026-09-22,0.4854,35.23,1,0,1,0
301626,chinext,468,2024-10-24,2026-09-22,6.8697,202.0,0,0,1,0
301628,chinext,463,2024-10-31,2026-09-22,4.611,69.1,0,0,2,0
301629,chinext,368,2025-03-24,2026-09-22,3.8162,210.0,1,0,3,0
301630,chinext,295,2025-07-10,2026-09-22,4.4145,142.0,0,0,4,0
301631,chinext,447,2024-11-22,2026-09-22,1.7779,53.35,0,0,0,0
301632,chinext,272,2025-08-12,2026-09-22,0.5194,12.76,0,0,1,0
301633,chinext,458,2024-11-07,2026-09-22,1.1075,44.0,0,0,0,0
301636,chinext,333,2025-05-16,2026-09-22,0.4671,34.96,0,0,2,0
301638,chinext,208,2025-11-18,2026-09-22,1.5677,20.67,0,0,2,0
301655,chinext,24,2026-08-20,2026-09-22,2.9164,21.28,0,0,0,0
301656,chinext,240,2025-09-25,2026-09-22,0.5457,14.02,0,0,0,0
301658,chinext,361,2025-04-02,2026-09-22,0.7077,21.04,0,0,3,0
301662,chinext,351,2025-04-17,2026-09-22,3.0526,57.93,0,0,2,0
301665,chinext,355,2025-04-11,2026-09-22,0.5735,21.192,1,0,0,0
301666,chinext,107,2026-04-16,2026-09-22,12.2199,365.35,0,0,3,0
301667,chinext,183,2025-12-23,2026-09-22,0.8308,54.2,0,0,4,0
301668,chinext,239,2025-09-26,2026-09-22,0.415,29.42,1,0,1,0
301669,chinext,75,2026-06-09,2026-09-22,1.148,24.6,0,0,1,0
301677,chinext,39,2026-07-30,2026-09-22,1.3144,47.8,0,0,0,0
301678,chinext,309,2025-06-20,2026-09-22,1.4685,38.75,0,0,0,0
301680,chinext,138,2026-03-06,2026-09-22,1.4129,85.0,0,0,1,0
301682,chinext,125,2026-03-25,2026-09-22,1.9292,103.33,0,0,0,0
301683,chinext,120,2026-04-01,2026-09-22,0.5391,90.81,0,0,0,0
301686,chinext,1,2026-09-22,2026-09-22,,433.0,0,0,0,0
301687,chinext,177,2025-12-31,2026-09-22,1.7692,42.85,1,0,1,0
301688,chinext,15,2026-09-02,2026-09-22,,35.47,0,0,0,0
301689,chinext,9,2026-09-10,2026-09-22,,44.1,0,0,1,0
301696,chinext,114,2026-04-10,2026-09-22,1.3822,88.921,0,0,1,0
301697,chinext,16,2026-09-01,2026-09-22,,24.63,0,0,0,0
301699,chinext,10,2026-09-09,2026-09-22,,26.04,0,0,0,0
301707,chinext,33,2026-08-07,2026-09-22,3.0431,68.61,0,0,0,0
301717,chinext,31,2026-08-11,2026-09-22,12.998,320.5,0,0,0,0
302132,other,3814,2010-08-27,2026-09-22,6.1823,52.52,3,44,12,2
600000,main,6394,1999-11-10,2026-09-22,6.6368,8.26,2,20,0,0
600004,main,5635,2003-04-28,2026-09-22,0.7301,7.135,1,9,0,2
600006,main,6472,1999-07-27,2026-09-22,0.6951,5.11,2,81,0,1
600007,main,6622,1999-03-12,2026-09-22,0.4569,18.3,3,53,0,0
600008,main,6308,2000-04-27,2026-09-22,2.0105,2.73,3,56,0,0
600009,main,6881,1998-02-18,2026-09-22,1.6951,22.214,1,10,0,2
600010,main,6080,2001-03-09,2026-09-22,6.5518,2.07,3,81,0,0
600011,main,5945,2001-12-06,2026-09-22,4.0904,6.6,1,32,0,0
600012,main,5692,2003-01-07,2026-09-22,0.9412,15.322,1,34,0,1
600015,main,5494,2003-09-12,2026-09-22,6.5555,6.168,2,20,0,1
600016,main,6183,2000-12-19,2026-09-22,9.2607,3.095,3,14,0,0
600017,main,4807,2006-10-17,2026-09-22,1.2276,2.57,2,31,0,1
600018,main,6213,2000-07-19,2026-09-22,3.1737,4.677,1,48,0,1
600019,main,6095,2000-12-12,2026-09-22,5.0861,5.339,1,21,0,0
600020,main,5535,2003-08-08,2026-09-22,0.5599,3.601,1,31,0,0
600021,main,5401,2003-10-29,2026-09-22,3.7836,13.3,3,68,0,0
600022,main,5064,2004-06-29,2026-09-22,1.058,1.26,4,45,0,2
600023,main,3104,2013-12-19,2026-09-22,2.2936,4.742,0,16,0,0
600025,main,2129,2017-12-15,2026-09-22,2.7991,8.99,0,16,0,0
600026,main,5752,2002-05-23,2026-09-22,15.7034,14.21,0,61,0,1
600027,main,5186,2005-02-03,2026-09-22,3.5533,4.43,3,41,0,1
600028,main,6044,2001-08-08,2026-09-22,12.064,4.54,1,22,0,0
600029,main,5525,2003-07-25,2026-09-22,2.5404,4.84,19,47,0,2
600030,main,5660,2003-01-06,2026-09-22,28.1271,26.16,0,51,0,3
600031,main,5593,2003-07-03,2026-09-22,13.6406,17.264,6,46,0,0
600032,main,1296,2021-05-25,2026-09-22,1.742,6.452,2,37,0,0
600033,main,6173,2001-02-09,2026-09-22,1.0825,3.234,0,23,0,0
600035,main,5255,2004-03-10,2026-09-22,0.6873,3.36,4,37,0,1
600036,main,5866,2002-04-09,2026-09-22,26.9231,34.951,1,11,0,0
600037,main,6143,2001-02-08,2026-09-22,1.1777,6.18,6,47,0,0
600038,main,6082,2000-12-18,2026-09-22,1.637,24.6,0,81,0,3
600039,main,5562,2003-03-25,2026-09-22,1.9572,7.671,3,67,0,0
600048,main,4872,2006-07-31,2026-09-22,11.1425,4.58,2,36,0,0
600050,main,5679,2002-10-09,2026-09-22,4.4615,4.05,5,36,0,0
600051,main,6931,1997-04-10,2026-09-22,0.2898,5.55,6,62,0,1
600052,main,6813,1997-04-15,2026-09-22,0.4991,3.42,47,87,0,6
600053,main,6586,1997-04-18,2026-09-22,0.1913,6.48,100,144,0,16
600054,main,7055,1997-05-06,2026-09-22,1.2332,10.67,2,21,0,1
600055,main,6897,1997-05-19,2026-09-22,0.4703,10.0,7,88,0,0
600056,main,6912,1997-05-15,2026-09-22,0.8241,8.88,4,85,0,0
600057,main,6416,1997-06-04,2026-09-22,1.4226,5.5,64,61,0,4
600058,main,6848,1997-05-28,2026-09-22,0.6035,8.06,4,92,0,1
600059,main,7062,1997-05-16,2026-09-22,4.7325,7.42,1,46,0,0
600060,main,7070,1997-04-22,2026-09-22,2.7152,24.833,2,51,0,0
600061,main,6918,1997-05-19,2026-09-22,2.25,6.19,5,94,0,3
600062,main,6997,1997-05-22,2026-09-22,0.814,15.67,4,51,0,5
600063,main,6976,1997-05-28,2026-09-22,1.7329,5.28,11,87,0,2
600064,main,7053,1997-05-06,2026-09-22,1.1983,6.937,2,38,0,0
600066,main,7032,1997-05-08,2026-09-22,5.1171,25.73,3,26,0,1
600067,main,7055,1997-05-08,2026-09-22,0.5834,2.49,11,65,0,0
600071,main,6854,1997-05-28,2026-09-22,0.4192,14.19,37,96,0,15
600072,main,6949,1997-06-03,2026-09-22,1.752,8.01,35,135,0,7
600073,main,6930,1997-07-04,2026-09-22,0.7509,4.88,5,90,0,2
600075,main,6849,1997-06-17,2026-09-22,1.2461,4.07,8,60,0,9
600076,main,6827,1997-05-26,2026-09-22,0.9919,2.17,230,79,0,18
600078,main,6948,1997-06-27,2026-09-22,1.9021,8.95,143,79,0,25
600079,main,6999,1997-06-06,2026-09-22,1.4833,16.282,4,49,0,2
600080,main,6996,1997-06-12,2026-09-22,0.1245,4.5,113,59,0,16
600081,main,6998,1997-07-03,2026-09-22,0.2656,9.05,5,126,0,1
600082,main,6995,1997-06-20,2026-09-22,0.2343,2.48,26,95,0,5
600084,main,6634,1997-07-11,2026-09-22,0.1241,3.85,135,70,0,25
600085,main,7051,1997-06-25,2026-09-22,1.047,23.09,4,31,0,1
600088,main,6938,1997-06-16,2026-09-22,3.6398,10.649,3,117,0,4
600089,main,6908,1997-06-18,2026-09-22,9.5134,17.91,3,54,0,0
600094,main,6117,1997-07-03,2026-09-22,0.9673,3.47,66,69,0,16
600095,main,6951,1997-07-08,2026-09-22,8.4208,7.21,3,150,0,3
600096,main,6753,1997-07-09,2026-09-22,10.6371,26.272,8,69,0,10
600097,main,6838,1997-06-19,2026-09-22,0.5851,7.49,23,69,0,2
600098,main,6995,1997-07-18,2026-09-22,1.4037,5.94,2,50,0,1
600099,main,6853,1997-07-04,2026-09-22,0.2955,7.6,2,87,0,5
600100,main,6856,1997-06-27,2026-09-22,1.3785,6.42,3,85,0,1
600101,main,7032,1997-06-27,2026-09-22,1.1922,7.644,31,60,0,4
600103,main,6939,1997-07-03,2026-09-22,14.2898,2.57,2,83,0,1
600104,main,6874,1997-11-25,2026-09-22,6.5807,9.54,1,38,0,0
600105,main,6882,1997-09-29,2026-09-22,55.4751,30.71,5,111,0,2
600106,main,6930,1997-06-18,2026-09-22,0.5441,4.02,4,67,0,3
600107,main,6881,1997-11-06,2026-09-22,0.0883,5.08,52,125,0,8
600108,main,6962,1997-08-18,2026-09-22,13.438,2.817,7,85,0,3
600109,main,6884,1997-08-07,2026-09-22,2.1593,8.17,16,101,0,1
600110,main,6640,1997-10-07,2026-09-22,21.3175,8.02,6,112,0,6
600111,main,6973,1997-09-24,2026-09-22,13.2369,36.73,3,110,0,1
600113,main,6734,1997-10-21,2026-09-22,1.8598,27.872,7,131,0,2
600114,main,5369,2004-05-11,2026-09-22,4.4937,24.883,0,66,0,1
600115,main,6801,1997-11-05,2026-09-22,5.4506,3.33,20,73,0,3
600116,main,6960,1997-08-04,2026-09-22,0.7762,5.626,4,70,0,1
600117,main,6855,1997-10-15,2026-09-22,0.3551,2.1,14,101,0,3
600118,main,6971,1997-09-08,2026-09-22,11.6839,54.79,6,111,0,2
600119,main,6864,1998-01-15,2026-09-22,0.1367,3.96,35,125,0,12
600120,main,6735,1997-12-01,2026-09-22,1.6456,4.39,4,76,0,4
600121,main,6767,1998-01-07,2026-09-22,9.83,3.42,9,117,0,5
600123,main,6670,1998-12-17,2026-09-22,1.6788,5.54,5,56,0,1
600125,main,6822,1998-05-11,2026-09-22,0.5724,5.19,5,34,0,1
600126,main,6784,1998-03-11,2026-09-22,2.5198,5.66,2,89,0,1
600127,main,6745,1998-05-06,2026-09-22,30.4055,5.33,3,117,0,2
600128,main,6963,1997-09-01,2026-09-22,0.3306,7.2,0,95,0,1
600129,main,6773,1997-11-18,2026-09-22,1.3643,13.36,4,84,0,2
600130,main,6295,2000-07-06,2026-09-22,1.0897,3.45,46,92,0,10
600131,main,6797,1998-04-02,2026-09-22,0.9031,13.789,12,79,0,4
600132,main,6866,1997-10-30,2026-09-22,1.0755,37.77,2,69,0,8
600133,main,6557,1998-02-12,2026-09-22,1.0458,7.24,34,94,0,13
600135,main,6859,1998-01-22,2026-09-22,0.6981,6.49,45,81,0,5
600136,main,6275,1998-03-03,2026-09-22,0.125,1.33,191,87,0,29
600137,main,6705,1998-04-16,2026-09-22,0.2289,14.86,158,63,0,26
600138,main,6904,1997-12-03,2026-09-22,0.8741,6.64,3,50,0,2
600141,main,6479,1999-06-16,2026-09-22,7.9046,27.66,3,59,0,1
600143,main,5267,2004-06-23,2026-09-22,2.9583,12.96,2,53,0,2
600148,main,6652,1998-05-20,2026-09-22,0.4727,13.58,4,114,0,2
600149,main,6273,1999-10-14,2026-09-22,0.4077,4.31,77,133,0,12
600150,main,6658,1998-05-20,2026-09-22,48.102,31.975,18,78,0,8
600151,main,6581,1998-06-05,2026-09-22,2.0534,8.55,4,114,0,4
600152,main,6711,1998-06-09,2026-09-22,1.0267,6.96,7,127,0,1
600153,main,6561,1998-06-16,2026-09-22,2.1818,7.93,2,22,0,3
600155,main,6165,1998-09-18,2026-09-22,2.0436,5.31,157,51,0,26
600156,main,6769,1998-05-27,2026-09-22,1.207,6.72,10,145,0,7
600157,main,6317,1998-05-13,2026-09-22,5.7015,1.52,45,104,0,11
600158,main,6688,1998-03-27,2026-09-22,1.7168,6.23,1,119,0,6
600159,main,6748,1998-05-26,2026-09-22,0.7821,2.18,65,84,0,6
600160,main,6733,1998-06-26,2026-09-22,9.5807,34.61,3,64,0,3
600161,main,6622,1998-06-16,2026-09-22,1.2711,11.762,0,72,0,1
600162,main,6661,1998-06-09,2026-09-22,8.2149,2.216,1,113,0,2
600163,main,6622,1998-06-02,2026-09-22,3.6719,4.72,33,73,0,6
600165,main,6537,1998-05-29,2026-09-22,0.6868,2.19,107,126,0,32
600166,main,6755,1998-06-02,2026-09-22,2.8403,2.77,9,62,0,1
600167,main,6433,1999-01-28,2026-09-22,0.466,5.402,22,69,0,1
600168,main,6617,1998-04-27,2026-09-22,0.2079,4.1,3,52,0,0
600169,main,6724,1998-09-04,2026-09-22,0.2313,1.96,3,78,0,2
600170,main,6737,1998-06-23,2026-09-22,2.9022,2.2,3,47,0,0
600171,main,6676,1998-09-24,2026-09-22,1.9458,21.9,3,98,0,2
600172,main,6611,1998-11-26,2026-09-22,35.5774,9.52,3,134,0,5
600173,main,6278,1999-04-15,2026-09-22,0.2696,5.58,94,88,0,14
600176,main,6527,1999-04-22,2026-09-22,107.5419,34.06,3,53,0,0
600177,main,6624,1998-11-19,2026-09-22,2.0774,7.388,3,28,0,1
600178,main,6685,1998-10-14,2026-09-22,0.6436,8.22,23,110,0,1
600179,main,6426,1998-11-04,2026-09-22,1.6459,4.14,117,89,0,26
600180,main,6407,1998-07-03,2026-09-22,0.3873,1.31,133,76,0,41
600182,main,6239,1999-05-07,2026-09-22,0.2134,12.571,258,9,0,22
600183,main,6678,1998-10-28,2026-09-22,108.2899,100.08,4,58,0,3
600184,main,5407,2003-11-06,2026-09-22,6.1742,15.48,3,93,0,2
600185,main,6471,1999-06-11,2026-09-22,2.5012,4.32,28,111,0,3
600186,main,6557,1998-08-25,2026-09-22,28.6513,7.78,39,99,0,9
600187,main,5862,1998-11-11,2026-09-22,0.2347,1.28,60,86,0,24
600188,main,6769,1998-07-01,2026-09-22,10.0187,17.543,4,78,0,1
600189,main,6410,1998-10-07,2026-09-22,0.8808,6.88,2,85,0,4
600191,main,6470,1998-12-10,2026-09-22,1.2743,8.4,47,130,0,14
600192,main,6664,1998-12-24,2026-09-22,1.6015,5.88,5,116,0,2
600195,main,6581,1999-01-07,2026-09-22,0.5509,6.001,3,52,0,0
600196,main,6735,1998-08-07,2026-09-22,3.9241,21.6,5,42,0,0
600197,main,6496,1999-09-16,2026-09-22,0.4716,9.152,1,58,0,2
600198,main,6485,1998-10-21,2026-09-22,2.0466,6.65,132,127,0,25
600199,main,6721,1998-08-12,2026-09-22,1.6208,6.15,50,83,0,2
600201,main,6619,1999-01-15,2026-09-22,1.2255,11.14,1,30,0,2
600202,main,6459,1999-06-03,2026-09-22,0.2763,4.21,16,65,0,11
600203,main,6165,1999-05-14,2026-09-22,2.9148,8.97,28,136,0,9
600206,main,6534,1999-03-19,2026-09-22,38.4562,33.125,3,114,0,1
600207,main,6419,1999-07-14,2026-09-22,1.2287,3.88,120,115,0,12
600208,main,6408,1999-06-23,2026-09-22,1.9945,2.76,3,82,0,3
600210,main,6478,1999-08-24,2026-09-22,1.0672,5.812,3,70,0,2
600211,main,6350,1999-07-21,2026-09-22,1.0384,35.77,24,98,0,2
600212,main,6027,1999-08-17,2026-09-22,0.6777,4.82,39,94,0,11
600215,main,6367,1999-09-09,2026-09-22,0.423,5.19,11,80,0,5
600216,main,6448,1999-10-21,2026-09-22,2.046,11.516,1,50,0,0
600217,main,5987,1999-12-16,2026-09-22,0.5123,2.84,139,62,0,19
600218,main,6646,1998-12-03,2026-09-22,0.6446,7.01,4,88,0,3
600219,main,6312,1999-12-23,2026-09-22,6.5686,3.93,5,40,0,0
600221,main,6234,1999-11-25,2026-09-22,2.4198,1.23,34,63,0,5
600222,main,6361,1999-11-05,2026-09-22,1.4544,6.68,3,75,0,1
