date,zt_total,zt5,zt20,zhanban,lb_height_mean,mood_temp
1991-03-08,0,0,0,0,0.0,-0.2226652910140601
1991-03-09,0,0,0,0,0.0,-0.17846246892897996
1991-03-11,0,0,0,0,0.0,-0.12909944454024744
1991-03-12,0,0,0,0,0.0,0.0
1991-03-13,0,0,0,0,0.0,0.0
1991-03-14,0,0,0,0,0.0,0.0
1991-03-15,0,0,0,0,0.0,0.0
1991-03-16,0,0,0,0,0.0,0.0
1991-03-18,0,0,0,0,0.0,0.0
1991-03-19,0,0,0,0,0.0,0.0
1991-03-20,0,0,0,0,0.0,0.0
1991-03-21,0,0,0,0,0.0,0.0
1991-03-22,0,0,0,0,0.0,0.0
1991-03-23,0,0,0,0,0.0,0.0
1991-03-25,0,0,0,0,0.0,0.0
1991-03-26,0,0,0,0,0.0,0.0
1991-03-27,0,0,0,0,0.0,0.0
1991-03-28,0,0,0,0,0.0,0.0
1991-03-29,0,0,0,0,0.0,0.0
1991-03-30,0,0,0,0,0.0,0.0
1991-04-01,0,0,0,0,0.0,0.0
1991-04-02,0,0,0,0,0.0,0.0
1991-04-03,0,0,0,0,0.0,0.0
1991-04-04,0,0,0,0,0.0,0.0
1991-04-05,0,0,0,0,0.0,0.0
1991-04-06,0,0,0,0,0.0,0.0
1991-04-08,0,0,0,0,0.0,0.0
1991-04-09,0,0,0,0,0.0,0.0
1991-04-10,0,0,0,0,0.0,0.0
1991-04-11,0,0,0,0,0.0,0.0
1991-04-12,0,0,0,0,0.0,0.0
1991-04-13,0,0,0,0,0.0,0.0
1991-04-15,0,0,0,0,0.0,0.0
1991-04-16,0,0,0,0,0.0,0.0
1991-04-17,0,0,0,0,0.0,0.0
1991-04-18,0,0,0,0,0.0,0.0
1991-04-19,0,0,0,0,0.0,0.0
1991-04-20,0,0,0,0,0.0,0.0
1991-04-22,0,0,0,0,0.0,0.0
1991-04-23,0,0,0,0,0.0,0.0
1991-04-24,0,0,0,0,0.0,0.0
1991-04-25,0,0,0,0,0.0,0.0
1991-04-26,0,0,0,0,0.0,0.0
1991-04-29,0,0,0,0,0.0,0.0
1991-04-30,0,0,0,0,0.0,0.0
1991-05-02,0,0,0,0,0.0,0.0
1991-05-03,0,0,0,0,0.0,0.0
1991-05-04,0,0,0,0,0.0,0.0
1991-05-06,0,0,0,0,0.0,0.0
1991-05-07,0,0,0,0,0.0,0.0
1991-05-08,0,0,0,0,0.0,0.0
1991-05-09,0,0,0,0,0.0,0.0
1991-05-10,0,0,0,0,0.0,0.0
1991-05-11,0,0,0,0,0.0,0.0
1991-05-13,0,0,0,0,0.0,0.0
1991-05-14,0,0,0,0,0.0,0.0
1991-05-15,0,0,0,0,0.0,0.0
1991-05-16,0,0,0,0,0.0,0.0
1991-05-17,0,0,0,0,0.0,0.0
1991-05-18,0,0,0,0,0.0,0.0
1991-05-20,0,0,0,0,0.0,0.0
1991-05-21,0,0,0,0,0.0,0.0
1991-05-22,0,0,0,0,0.0,0.0
1991-05-23,0,0,0,0,0.0,0.0
1991-05-24,0,0,0,0,0.0,0.0
1991-05-25,0,0,0,0,0.0,0.0
1991-05-27,0,0,0,0,0.0,0.0
1991-05-28,0,0,0,0,0.0,0.0
1991-05-29,0,0,0,0,0.0,0.0
1991-05-30,0,0,0,0,0.0,0.0
1991-05-31,0,0,0,0,0.0,0.0
1991-06-01,0,0,0,0,0.0,0.0
1991-06-03,0,0,0,0,0.0,0.0
1991-06-04,0,0,0,0,0.0,0.0
1991-06-05,0,0,0,0,0.0,0.0
1991-06-06,0,0,0,0,0.0,0.0
1991-06-07,0,0,0,0,0.0,0.0
1991-06-08,0,0,0,0,0.0,0.0
1991-06-10,0,0,0,1,0.0,0.0
1991-06-11,0,0,0,1,0.0,0.0
1991-06-12,0,0,0,0,0.0,0.0
1991-06-13,0,0,0,0,0.0,0.0
1991-06-14,0,0,0,0,0.0,0.0
1991-06-15,0,0,0,0,0.0,0.0
1991-06-17,0,0,0,0,0.0,0.0
1991-06-18,0,0,0,0,0.0,0.0
1991-06-19,0,0,0,0,0.0,0.0
1991-06-20,0,0,0,0,0.0,0.0
1991-06-21,0,0,0,0,0.0,0.0
1991-06-22,0,0,0,0,0.0,0.0
1991-06-24,0,0,0,0,0.0,0.0
1991-06-25,0,0,0,0,0.0,0.0
1991-06-26,0,0,0,0,0.0,0.0
1991-06-27,0,0,0,0,0.0,0.0
1991-06-28,0,0,0,0,0.0,0.0
1991-06-29,0,0,0,0,0.0,0.0
1991-07-01,0,0,0,0,0.0,0.0
1991-07-02,0,0,0,0,0.0,0.0
1991-07-03,0,0,0,0,0.0,0.0
1991-07-04,0,0,0,0,0.0,0.0
1991-07-05,0,0,0,0,0.0,0.0
1991-07-06,0,0,0,0,0.0,0.0
1991-07-08,0,0,0,0,0.0,0.0
1991-07-09,0,0,0,0,0.0,0.0
1991-07-10,0,0,0,0,0.0,0.0
1991-07-11,0,0,0,0,0.0,0.0
1991-07-12,0,0,0,0,0.0,0.0
1991-07-13,0,0,0,0,0.0,0.0
1991-07-15,0,0,0,0,0.0,0.0
1991-07-16,0,0,0,0,0.0,0.0
1991-07-17,0,0,0,0,0.0,0.0
1991-07-18,0,0,0,2,0.0,0.0
1991-07-19,0,0,0,2,0.0,0.0
1991-07-20,0,0,0,0,0.0,0.0
1991-07-22,0,0,0,0,0.0,0.0
1991-07-23,0,0,0,0,0.0,0.0
1991-07-24,0,0,0,0,0.0,0.0
1991-07-25,0,0,0,0,0.0,0.0
1991-07-26,0,0,0,0,0.0,0.0
1991-07-27,0,0,0,0,0.0,0.0
1991-07-29,0,0,0,0,0.0,0.0
1991-07-30,0,0,0,0,0.0,0.0
1991-07-31,0,0,0,0,0.0,0.0
1991-08-01,0,0,0,0,0.0,0.0
1991-08-02,0,0,0,0,0.0,0.0
1991-08-03,0,0,0,0,0.0,0.0
1991-08-05,0,0,0,0,0.0,0.0
1991-08-06,0,0,0,0,0.0,0.0
1991-08-07,0,0,0,0,0.0,0.0
1991-08-08,0,0,0,0,0.0,0.0
1991-08-09,0,0,0,0,0.0,0.0
1991-08-10,0,0,0,0,0.0,0.0
1991-08-12,0,0,0,0,0.0,0.0
1991-08-13,0,0,0,0,0.0,0.0
1991-08-14,0,0,0,0,0.0,0.0
1991-08-15,0,0,0,0,0.0,0.0
1991-08-16,0,0,0,0,0.0,0.0
1991-08-17,0,0,0,0,0.0,0.0
1991-08-19,0,0,0,1,0.0,0.0
1991-08-20,0,0,0,0,0.0,0.0
1991-08-21,0,0,0,0,0.0,0.0
1991-08-22,0,0,0,0,0.0,0.0
1991-08-23,0,0,0,0,0.0,0.0
1991-08-24,0,0,0,0,0.0,0.0
1991-08-26,0,0,0,0,0.0,0.0
1991-08-27,0,0,0,0,0.0,0.0
1991-08-28,0,0,0,0,0.0,0.0
1991-08-29,0,0,0,0,0.0,0.0
1991-08-30,0,0,0,0,0.0,0.0
1991-08-31,0,0,0,0,0.0,0.0
1991-09-02,0,0,0,0,0.0,0.0
1991-09-03,0,0,0,0,0.0,0.0
1991-09-04,0,0,0,0,0.0,0.0
1991-09-05,0,0,0,0,0.0,0.0
1991-09-06,0,0,0,0,0.0,0.0
1991-09-07,0,0,0,0,0.0,0.0
1991-09-09,0,0,0,0,0.0,0.0
1991-09-10,0,0,0,0,0.0,0.0
1991-09-11,0,0,0,0,0.0,0.0
1991-09-12,0,0,0,0,0.0,0.0
1991-09-13,0,0,0,0,0.0,0.0
1991-09-14,0,0,0,0,0.0,0.0
1991-09-16,0,0,0,0,0.0,0.0
1991-09-17,0,0,0,0,0.0,0.0
1991-09-18,0,0,0,0,0.0,0.0
1991-09-19,0,0,0,0,0.0,0.0
1991-09-20,0,0,0,0,0.0,0.0
1991-09-21,0,0,0,0,0.0,0.0
1991-09-23,0,0,0,0,0.0,0.0
1991-09-24,0,0,0,0,0.0,0.0
1991-09-25,0,0,0,0,0.0,0.0
1991-09-26,0,0,0,0,0.0,0.0
1991-09-27,0,0,0,0,0.0,0.0
1991-09-28,0,0,0,0,0.0,0.0
1991-09-29,0,0,0,0,0.0,0.0
1991-09-30,0,0,0,0,0.0,0.0
1991-10-03,0,0,0,2,0.0,0.0
1991-10-04,0,0,0,0,0.0,0.0
1991-10-05,0,0,0,0,0.0,0.0
1991-10-07,0,0,0,2,0.0,0.0
1991-10-08,0,0,0,3,0.0,0.0
1991-10-09,0,0,0,3,0.0,0.0
1991-10-10,0,0,0,1,0.0,0.0
1991-10-11,0,0,0,0,0.0,0.0
1991-10-12,1,1,0,0,0.33333334,7.616867188541254
1991-10-14,0,0,0,0,0.0,-0.12909944387358058
1991-10-15,0,0,0,0,0.0,-0.12909944387358058
1991-10-16,0,0,0,0,0.0,-0.12909944387358058
1991-10-17,0,0,0,0,0.0,-0.12909944387358058
1991-10-18,0,0,0,0,0.0,-0.12909944387358058
1991-10-19,0,0,0,0,0.0,-0.12909944387358058
1991-10-21,0,0,0,0,0.0,-0.12909944387358058
1991-10-22,0,0,0,0,0.0,-0.12909944387358058
1991-10-23,0,0,0,0,0.0,-0.12909944387358058
1991-10-24,0,0,0,0,0.0,-0.12909944387358058
1991-10-25,0,0,0,0,0.0,-0.12909944387358058
1991-10-26,0,0,0,0,0.0,-0.12909944387358058
1991-10-28,0,0,0,1,0.0,-0.12909944387358058
1991-10-29,0,0,0,0,0.0,-0.12909944387358058
1991-10-30,0,0,0,0,0.0,-0.12909944387358058
1991-10-31,0,0,0,1,0.0,-0.12909944387358058
1991-11-01,0,0,0,1,0.0,-0.12909944387358058
1991-11-02,0,0,0,0,0.0,-0.12909944387358058
1991-11-04,0,0,0,2,0.0,-0.12909944387358058
1991-11-05,0,0,0,1,0.0,-0.12909944387358058
1991-11-06,0,0,0,0,0.0,-0.12909944387358058
1991-11-07,1,1,0,0,0.11111111,5.340099844722079
1991-11-08,0,0,0,0,0.0,-0.18414137395593377
1991-11-09,1,1,0,0,0.33333334,4.322422140804628
1991-11-11,0,0,0,0,0.0,-0.227495902147612
1991-11-12,0,0,0,3,0.0,-0.227495902147612
1991-11-13,0,0,0,1,0.0,-0.227495902147612
1991-11-14,0,0,0,0,0.0,-0.227495902147612
1991-11-15,0,0,0,0,0.0,-0.227495902147612
1991-11-16,0,0,0,0,0.0,-0.227495902147612
1991-11-18,0,0,0,0,0.0,-0.227495902147612
1991-11-19,1,0,0,2,0.11111111,3.7103458810751677
1991-11-20,0,0,0,0,0.0,-0.2650247057910834
1991-11-21,0,0,0,0,0.0,-0.2650247057910834
1991-11-22,0,0,0,0,0.0,-0.2650247057910834
1991-11-23,0,0,0,0,0.0,-0.2650247057910834
1991-11-25,0,0,0,0,0.0,-0.2650247057910834
1991-11-26,0,0,0,0,0.0,-0.2650247057910834
1991-11-27,0,0,0,0,0.0,-0.2650247057910834
1991-11-28,0,0,0,0,0.0,-0.2650247057910834
1991-11-29,0,0,0,0,0.0,-0.2650247057910834
1991-11-30,0,0,0,0,0.0,-0.2650247057910834
1991-12-02,0,0,0,0,0.0,-0.2650247057910834
1991-12-03,0,0,0,0,0.0,-0.2650247057910834
1991-12-04,0,0,0,0,0.0,-0.2650247057910834
1991-12-05,0,0,0,0,0.0,-0.2650247057910834
1991-12-06,0,0,0,0,0.0,-0.2650247057910834
1991-12-07,0,0,0,0,0.0,-0.2650247057910834
1991-12-09,0,0,0,0,0.0,-0.2650247057910834
1991-12-10,0,0,0,0,0.0,-0.2650247057910834
1991-12-11,0,0,0,0,0.0,-0.2650247057910834
1991-12-12,0,0,0,0,0.0,-0.2650247057910834
1991-12-13,0,0,0,0,0.0,-0.2650247057910834
1991-12-14,0,0,0,0,0.0,-0.2650247057910834
1991-12-16,0,0,0,0,0.0,-0.2650247057910834
1991-12-17,0,0,0,0,0.0,-0.2650247057910834
1991-12-18,0,0,0,0,0.0,-0.2650247057910834
1991-12-19,0,0,0,0,0.0,-0.2650247057910834
1991-12-20,0,0,0,0,0.0,-0.2650247057910834
1991-12-21,0,0,0,0,0.0,-0.227495902147612
1991-12-23,0,0,0,0,0.0,-0.227495902147612
1991-12-24,0,0,0,1,0.0,-0.227495902147612
1991-12-25,0,0,0,0,0.0,-0.227495902147612
1991-12-26,0,0,0,0,0.0,-0.227495902147612
1991-12-27,0,0,0,0,0.0,-0.227495902147612
1991-12-28,0,0,0,0,0.0,-0.227495902147612
1991-12-30,0,0,0,0,0.0,-0.227495902147612
1991-12-31,0,0,0,0,0.0,-0.227495902147612
1992-01-02,0,0,0,1,0.0,-0.227495902147612
1992-01-03,0,0,0,0,0.0,-0.227495902147612
1992-01-06,0,0,0,0,0.0,-0.227495902147612
1992-01-07,0,0,0,0,0.0,-0.227495902147612
1992-01-08,0,0,0,0,0.0,-0.227495902147612
1992-01-09,0,0,0,0,0.0,-0.227495902147612
1992-01-10,0,0,0,0,0.0,-0.227495902147612
1992-01-13,0,0,0,0,0.0,-0.227495902147612
1992-01-14,0,0,0,0,0.0,-0.227495902147612
1992-01-15,0,0,0,0,0.0,-0.227495902147612
1992-01-16,0,0,0,0,0.0,-0.227495902147612
1992-01-17,0,0,0,0,0.0,-0.227495902147612
1992-01-20,0,0,0,0,0.0,-0.227495902147612
1992-01-21,0,0,0,0,0.0,-0.18414137395593377
1992-01-22,0,0,0,0,0.0,-0.18414137395593377
1992-01-23,0,0,0,0,0.0,-0.12909944387358058
1992-01-24,0,0,0,0,0.0,-0.12909944387358058
1992-01-27,0,0,0,0,0.0,-0.12909944387358058
1992-01-28,0,0,0,0,0.0,-0.12909944387358058
1992-01-29,0,0,0,0,0.0,-0.12909944387358058
1992-01-30,0,0,0,0,0.0,-0.12909944387358058
1992-01-31,0,0,0,0,0.0,-0.12909944387358058
1992-02-01,0,0,0,0,0.0,-0.12909944387358058
1992-02-02,0,0,0,0,0.0,0.0
1992-02-03,0,0,0,0,0.0,0.0
1992-02-07,0,0,0,0,0.0,0.0
1992-02-10,0,0,0,0,0.0,0.0
1992-02-11,0,0,0,0,0.0,0.0
1992-02-12,0,0,0,0,0.0,0.0
1992-02-13,0,0,0,0,0.0,0.0
1992-02-14,0,0,0,0,0.0,0.0
1992-02-17,0,0,0,0,0.0,0.0
1992-02-18,0,0,0,2,0.0,0.0
1992-02-19,0,0,0,1,0.0,0.0
1992-02-20,0,0,0,1,0.0,0.0
1992-02-21,0,0,0,1,0.0,0.0
1992-02-24,0,0,0,0,0.0,0.0
1992-02-25,0,0,0,0,0.0,0.0
1992-02-26,0,0,0,0,0.0,0.0
1992-02-27,0,0,0,0,0.0,0.0
1992-02-28,0,0,0,0,0.0,0.0
1992-03-02,0,0,0,0,0.0,0.0
1992-03-03,0,0,0,0,0.0,0.0
1992-03-04,0,0,0,0,0.0,0.0
1992-03-05,0,0,0,0,0.0,0.0
1992-03-06,0,0,0,0,0.0,0.0
1992-03-09,0,0,0,0,0.0,0.0
1992-03-10,0,0,0,0,0.0,0.0
1992-03-11,0,0,0,0,0.0,0.0
1992-03-12,0,0,0,0,0.0,0.0
1992-03-13,0,0,0,0,0.0,0.0
1992-03-16,0,0,0,0,0.0,0.0
1992-03-17,0,0,0,0,0.0,0.0
1992-03-18,0,0,0,0,0.0,0.0
1992-03-19,0,0,0,0,0.0,0.0
1992-03-20,0,0,0,0,0.0,0.0
1992-03-23,0,0,0,0,0.0,0.0
1992-03-24,0,0,0,0,0.0,0.0
1992-03-25,0,0,0,0,0.0,0.0
1992-03-26,0,0,0,0,0.0,0.0
1992-03-27,0,0,0,0,0.0,0.0
1992-03-30,0,0,0,1,0.0,0.0
1992-03-31,0,0,0,0,0.0,0.0
1992-04-01,0,0,0,1,0.0,0.0
1992-04-02,0,0,0,0,0.0,0.0
1992-04-03,0,0,0,0,0.0,0.0
1992-04-06,0,0,0,0,0.0,0.0
1992-04-07,1,1,0,0,0.07692308,7.616867188541254
1992-04-08,0,0,0,1,0.0,-0.12909944387358058
1992-04-09,0,0,0,2,0.0,-0.12909944387358058
1992-04-10,1,1,0,1,0.06666667,5.340099844722079
1992-04-13,2,2,0,7,0.14285715,6.201962660198051
1992-04-14,2,2,0,0,0.2857143,4.76009564239675
1992-04-15,2,2,0,0,0.42857143,3.986920187080143
1992-04-16,2,2,0,0,0.5,3.4844162231906646
1992-04-17,1,1,0,0,0.35714287,1.52215671476702
1992-04-20,1,1,0,0,0.42857143,1.4647370199452971
1992-04-21,0,0,0,0,0.0,-0.3661842549863243
1992-04-22,2,2,0,0,0.15384616,2.9802044233895204
1992-04-23,2,2,0,0,0.2,2.7329313628639786
1992-04-24,0,0,0,0,0.0,-0.42045097890215055
1992-04-27,1,1,0,0,0.0625,1.1193995534224026
1992-04-28,2,2,0,0,0.1875,2.4891343000575885
1992-04-29,0,0,0,0,0.0,-0.46825298713954633
1992-04-30,0,0,0,0,0.0,-0.46825298713954633
1992-05-03,2,2,0,1,0.2,2.3275423971108054
1992-05-04,0,0,0,0,0.0,-0.49372111453865564
1992-05-05,3,3,0,2,0.16666667,3.3101575233276983
1992-05-06,2,2,0,5,0.1764706,1.933571213714466
1992-05-07,4,4,0,0,0.4,3.7645143905908762
1992-05-08,5,5,0,0,0.6666667,4.038030052846225
1992-05-11,6,6,0,1,0.85714287,4.104728159244369
1992-05-12,6,6,0,3,1.15,3.5671230824207223
1992-05-13,6,5,0,1,1.2380953,3.185881253653888
1992-05-14,5,5,0,0,1.4285715,2.3906812033860154
1992-05-15,7,7,0,1,1.7619047,3.1930171549807667
1992-05-18,8,8,0,1,2.0952382,3.3073705717713437
1992-05-19,8,7,1,3,2.4,2.9910017046408175
1992-05-20,6,6,0,1,2.4761906,1.982266157290473
1992-05-21,1,1,0,8,0.04761905,-0.20393905444864802
1992-05-22,0,0,0,7,0.0,-0.6409513139814653
1992-05-25,2,1,1,6,0.0952381,0.2191930714318729
1992-05-26,0,0,0,2,0.0,-0.6575792142956187
1992-05-27,1,1,0,3,0.04761905,-0.22724712406669195
1992-05-28,0,0,0,0,0.0,-0.6670802674215797
1992-05-29,0,0,0,5,0.0,-0.6670802674215797
1992-06-01,0,0,0,1,0.0,-0.6670802674215797
1992-06-02,0,0,0,0,0.0,-0.6670802674215797
1992-06-03,0,0,0,0,0.0,-0.6670802674215797
1992-06-04,0,0,0,5,0.0,-0.6670802674215797
1992-06-05,0,0,0,1,0.0,-0.6670802674215797
1992-06-08,0,0,0,0,0.0,-0.6670802674215797
1992-06-09,0,0,0,1,0.0,-0.6670802674215797
1992-06-10,1,1,0,3,0.045454547,-0.23537005116192364
1992-06-11,0,0,0,0,0.0,-0.6766888970905304
1992-06-12,0,0,0,0,0.0,-0.6766888970905304
1992-06-15,1,1,0,0,0.04761905,-0.24356433057499408
1992-06-16,0,0,0,1,0.0,-0.6864085679840742
1992-06-17,0,0,0,10,0.0,-0.6864085679840742
1992-06-18,0,0,0,1,0.0,-0.6864085679840742
1992-06-19,1,1,0,0,0.04761905,-0.25183253074127426
1992-06-22,0,0,0,0,0.0,-0.6962428791082288
1992-06-23,0,0,0,0,0.0,-0.6962428791082288
1992-06-24,0,0,0,0,0.0,-0.6962428791082288
1992-06-25,0,0,0,0,0.0,-0.6962428791082288
1992-06-26,1,1,0,1,0.04761905,-0.26017731566440083
1992-06-29,3,1,0,10,0.1904762,0.6102273445180619
1992-06-30,2,2,0,1,0.0952381,0.15635260027101888
1992-07-01,0,0,0,0,0.0,-0.7370908298490888
1992-07-02,0,0,0,0,0.0,-0.7370908298490888
1992-07-03,0,0,0,0,0.0,-0.7268441228240567
1992-07-06,0,0,0,3,0.0,-0.7090812867310502
1992-07-07,0,0,0,1,0.0,-0.6916278732411975
1992-07-08,0,0,0,0,0.0,-0.6744661092054455
1992-07-09,0,0,0,1,0.0,-0.6575792142956186
1992-07-10,0,0,0,0,0.0,-0.6481824005039856
1992-07-13,0,0,0,0,0.0,-0.6388866098716767
1992-07-14,0,0,0,0,0.0,-0.6388866098716767
1992-07-15,1,1,0,1,0.04761905,-0.19604830127048634
1992-07-16,0,0,0,2,0.0,-0.6154755029703491
1992-07-17,0,0,0,0,0.0,-0.6154755029703491
1992-07-20,0,0,0,0,0.0,-0.606474817709636
1992-07-21,0,0,0,0,0.0,-0.590596518897212
1992-07-22,0,0,0,0,0.0,-0.590596518897212
1992-07-23,0,0,0,0,0.0,-0.590596518897212
1992-07-24,0,0,0,0,0.0,-0.5749193096427618
1992-07-27,2,2,0,1,0.09090909,0.27369106973285434
1992-07-28,0,0,0,0,0.0,-0.5698467283631564
1992-07-29,0,0,0,1,0.0,-0.5543652430889325
1992-07-30,0,0,0,0,0.0,-0.5306258288892238
1992-07-31,0,0,0,0,0.0,-0.5051893553507925
1992-08-03,0,0,0,0,0.0,-0.47956116176612396
1992-08-04,0,0,0,0,0.0,-0.45365377093386305
1992-08-05,0,0,0,0,0.0,-0.427363920523854
1992-08-06,0,0,0,0,0.0,-0.4001658278977082
1992-08-07,0,0,0,0,0.0,-0.3753962220192917
1992-08-10,0,0,0,0,0.0,-0.3612907046447347
1992-08-11,0,0,0,2,0.0,-0.3765841914692086
1992-08-12,0,0,0,0,0.0,-0.4204509789021508
1992-08-13,1,0,0,11,0.041666668,1.1562401919809147
1992-08-14,3,3,0,3,0.12,3.702853766433741
1992-08-17,2,0,0,9,0.08,2.3229082634149556
1992-08-18,1,1,0,4,0.04,0.914811144623498
1992-08-19,0,0,0,1,0.0,-0.4369827426226154
1992-08-20,0,0,0,2,0.0,-0.4369827426226154
1992-08-21,0,0,0,1,0.0,-0.4369827426226154
1992-08-24,0,0,0,1,0.0,-0.4369827426226154
1992-08-25,0,0,0,2,0.0,-0.4369827426226154
1992-08-26,2,2,0,1,0.07692308,2.1848288162130562
1992-08-27,0,0,0,2,0.0,-0.4634485367724665
1992-08-28,0,0,0,0,0.0,-0.4634485367724665
1992-08-31,0,0,0,0,0.0,-0.4634485367724665
1992-09-01,0,0,0,0,0.0,-0.4634485367724665
1992-09-02,0,0,0,1,0.0,-0.44347115593166914
1992-09-03,0,0,0,1,0.0,-0.44347115593166914
1992-09-04,0,0,0,1,0.0,-0.44347115593166914
1992-09-07,0,0,0,2,0.0,-0.4235269823661903
1992-09-08,1,0,0,3,0.037037037,0.8869423118633384
1992-09-09,0,0,0,1,0.0,-0.44347115593166914
1992-09-10,2,1,0,11,0.071428575,2.092917346451452
1992-09-11,0,0,0,15,0.0,-0.45026094916118303
1992-09-14,0,0,0,0,0.0,-0.45026094916118303
1992-09-15,0,0,0,1,0.0,-0.45026094916118303
1992-09-16,4,4,0,3,0.14285715,3.948840211570791
1992-09-17,0,0,0,0,0.0,-0.45916746646171985
1992-09-18,0,0,0,0,0.0,-0.44163482865752834
1992-09-21,0,0,0,0,0.0,-0.41656861541844203
1992-09-22,0,0,0,0,0.0,-0.389573018290149
1992-09-23,0,0,0,0,0.0,-0.389573018290149
1992-09-24,2,2,0,0,0.071428575,1.9638234726869412
1992-09-25,0,0,0,0,0.0,-0.41656861541844203
1992-09-28,0,0,0,0,0.0,-0.41656861541844203
1992-09-29,0,0,0,0,0.0,-0.41656861541844203
1992-09-30,0,0,0,0,0.0,-0.41656861541844203
1992-10-04,0,0,0,0,0.0,-0.41656861541844203
1992-10-05,0,0,0,0,0.0,-0.41656861541844203
1992-10-06,0,0,0,2,0.0,-0.41656861541844203
1992-10-07,0,0,0,0,0.0,-0.41656861541844203
1992-10-08,0,0,0,0,0.0,-0.3982488545603813
1992-10-09,0,0,0,0,0.0,-0.3982488545603813
1992-10-12,1,1,0,10,0.033333335,0.7736274286342496
1992-10-13,0,0,0,1,0.0,-0.41656861541844203
1992-10-14,0,0,0,1,0.0,-0.41656861541844203
1992-10-15,0,0,0,0,0.0,-0.41656861541844203
1992-10-16,0,0,0,1,0.0,-0.41656861541844203
1992-10-19,0,0,0,0,0.0,-0.41656861541844203
1992-10-20,0,0,0,2,0.0,-0.389573018290149
1992-10-21,0,0,0,0,0.0,-0.389573018290149
1992-10-22,0,0,0,0,0.0,-0.389573018290149
1992-10-23,1,1,0,10,0.032258064,0.8164965799277263
1992-10-26,0,0,0,0,0.0,-0.4082482899638631
1992-10-27,0,0,0,0,0.0,-0.4082482899638631
1992-10-28,0,0,0,6,0.0,-0.4082482899638631
1992-10-29,6,5,0,4,0.19354838,5.084042348427425
1992-10-30,4,4,0,4,0.12903225,2.950903473619188
1992-11-02,0,0,0,0,0.0,-0.42155763908845545
1992-11-03,1,1,0,1,0.032258064,0.40754663817697845
1992-11-04,0,0,0,2,0.0,-0.43565330287883913
1992-11-05,0,0,0,0,0.0,-0.43565330287883913
1992-11-06,0,0,0,0,0.0,-0.42155763908845545
1992-11-09,0,0,0,0,0.0,-0.39429074508527073
1992-11-10,0,0,0,1,0.0,-0.3705901475806116
1992-11-11,0,0,0,1,0.0,-0.35620460441174573
1992-11-12,0,0,0,1,0.0,-0.35620460441174573
1992-11-13,0,0,0,1,0.0,-0.35620460441174573
1992-11-16,0,0,0,0,0.0,-0.35620460441174573
1992-11-17,0,0,0,0,0.0,-0.35620460441174573
1992-11-18,0,0,0,14,0.0,-0.35620460441174573
1992-11-19,1,1,0,1,0.029411765,0.5575168688797498
1992-11-20,0,0,0,0,0.0,-0.3465645401144391
